,Course Code,Course,EOS_2016
83,CR400,Accounting,325
84,CR420,Marketing,320
85,CR425,International Business with Language,330
86,CR500,Engineering (Common Entry),410
87,CR510,Sustainable Energy,310
88,CR520,Biomedical Engineering,430
89,CR560,Architectural Technology,300
90,CR565,Interior Architecture,315
91,CR570,Quantity Surveying,280
92,CR572,Construction Management,245
93,CR580,Electrical Engineering,315
94,CR590,Electronic Engineering,315
95,CR600,Visual Communications,630
96,CR660,Tourism,265
97,CR700,Theatre and Drama Studies at CIT Cork School of Music,650
98,CK101,Arts - 3 years,350
99,CK102,Social Science,420
100,CK104,Arts with Music - 3 years or 4 years (BMus or International Pathway),390
101,CK105,Film and Screen Media - 3 years or 4 years (International Pathway),430
102,CK106,Applied Psychology,490
103,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Intl Pathway),330
104,CK108,Arts International - 4 years with subject groupings as CK101,465
105,CK109,English - 3 years or 4 years (International Pathway),400
106,CK110,World Languages,470
107,CK111,Early Years and Childhood Studies,385
108,CK112,Drama and Theatre Studies - 3 years or 4 years (International Pathway),325
109,CK113,Criminology - 3 years or 4 years (International Pathway),425
110,CK114,Social Science (Youth and Community Work) - 3 years,777
111,CK115,Social Work - Mature Applicants only,999
112,CK116,Sports Studies and Physical Education,490
113,CK117,Economics (Transformational Learning) - 3 or 4 years (Intl Pathway),430
114,CK118,Digital Humanities and Information Tech - 3 or 4 years (Intl Pathway),375
115,CK201,Commerce,460
116,CK202,Accounting,455
117,CK203,Business Information Systems,465
118,CK204,Finance,515
119,CK205,Commerce (International) with French,480
120,CK206,Commerce (International) with German,495
121,CK207,Commerce (International) with Italian,430
122,CK208,Commerce (International) with Hispanic Studies,460
123,CK209,Commerce (International) with Irish,500
124,CK210,Government,340
125,CK211,Commerce (International) with Chinese Studies,400
126,CK301,Law (Pathways) - 3 years or 4 years,490
127,CK302,Law and French,505
128,CK304,Law and Irish,515
129,CK307,Law and Business,530
130,CK401,Computer Science,435
131,CK402,Biological and Chemical Sciences,480
132,CK404,Biological Earth and Environmental Sciences,425
133,CK405,Genetics,480
134,CK406,Chemical Sciences,460
135,CK407,Mathematical Sciences,560
136,CK408,Physics and Astrophysics,525
137,CK502,Food Marketing and Entrepreneurship,440
138,CK504,Nutritional Sciences,510
139,CK505,Food Science,465
140,CK506,International Development and Food Policy,375
141,CK600,Engineering,490
142,CK606,Architecture - Offered jointly by UCC and CIT,445
143,CK701,Medicine (Undergraduate Entry),726
144,CK702,Dentistry,580
145,CK703,Pharmacy,560
146,CK704,Occupational Therapy,525
147,CK705,Speech and Language Therapy,515
148,CK706,Public Health,415
149,CK710,General Nursing,445
150,CK711,Mature Applicants General Nursing,174
151,CK712,Children’s and General Nursing (Integrated),505
152,CK713,Mature Applicants Children’s and General Nursing (Integrated),185
153,CK720,Mental Health Nursing,420
154,CK721,Mature Applicants Mental Health Nursing,170
155,CK730,Intellectual Disability Nursing,425
156,CK731,Mature Applicants Intellectual Disability Nursing,168
157,CK740,Midwifery,445
158,CK741,Mature Applicants Midwifery,191
159,CK791,Medicine (Graduate Entry),57
160,AC120,International Business,255
161,AC137,Liberal Arts,295
162,CT125,Information Technology,310
163,CM001,Education - Primary Teaching,460
164,CM002,Education - Primary Teaching - Gaeltacht Applicants,420
165,CM010,Education Studies,320
166,CM020,Early Childhood Education,345
167,DB500,Computing,240
168,DB512,Business Studies,215
169,DB514,Business Studies ( Law),260
170,DB515,Business Studies ( Human Resource Management),235
171,DB516,Financial Services,410
172,DB517,Marketing ( Event Management),230
173,DB518,Marketing ( Digital Media),235
174,DB520,Business Studies (with work placement),265
175,DB521,Accounting and Finance,235
176,DB524,Business Information Systems,315
177,DB525,Marketing ( Digital Media and Cloud Computing),210
178,DB526,Business Information Systems ( Cloud Computing),255
179,DB531,Marketing,265
180,DB561,Arts (General),250
181,DB562,Psychology,225
182,DB565,Journalism,260
183,DB566,Social Science,240
184,DB567,Film,165
185,DB568,Law,180
186,DB569,Business ( Psychology),235
187,DC001,Education - Early Childhood Education (subject to accreditation),400
188,DC002,Education - Primary Teaching,465
189,DC003,Education - Primary Teaching - Gaeltacht Applicants,440
190,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),435
191,DC009,Arts (Joint Honours) - Humanities,385
192,DC010,Post Primary Teacher Education - Religious Education and English,400
193,DC011,Post Primary Teacher Education - Religious Education and History,380
194,DC012,Post Primary Teacher Education - Religious Education and Music,370
195,DC110,Business Studies International,465
196,DC111,Business Studies,470
197,DC112,Global Business (France),500
198,DC113,Global Business (Germany),470
199,DC114,Global Business (Spain),515
200,DC115,Accounting and Finance,485
201,DC116,Global Business (USA),590
202,DC117,Aviation Management / Aviation Management with Pilot Studies,460
203,DC118,Gnó agus Gaeilge / Business and Irish,350
204,DC119,Global Business (Canada),545
205,DC120,Enterprise Computing,370
206,DC121,Computer Applications,400
207,DC122,Computational Problem-Solving and Software Development,345
208,DC123,Data Science,
209,DC126,Actuarial Mathematics,515
210,DC127,Common Entry into Actuarial and Financial Mathematics,500
211,DC131,Communication Studies,445
212,DC132,Journalism,420
213,DC133,Multimedia,450
214,DC155,Applied Language and Translation Studies,375
215,DC161,Analytical Science,470
216,DC162,Chemical and Pharmaceutical Sciences,490
217,DC166,Environmental Science and Health,425
218,DC167,Physics with Astronomy,415
219,DC168,Genetics and Cell Biology,485
220,DC171,Applied Physics,415
221,DC173,Physics with Biomedical Sciences,415
222,DC181,Biotechnology,480
223,DC190,Electronic and Computer Engineering,420
224,DC193,Mechatronic Engineering,405
225,DC195,Mechanical and Manufacturing Engineering,410
226,DC197,Biomedical Engineering,405
227,DC200,Common Entry into Engineering (Undenominated Entry),405
228,DC201,Common Entry into Science (Undenominated Entry),480
229,DC202,Sport Science and Health,495
230,DC203,Science Education,430
231,DC204,Athletic Therapy and Training,510
232,DC205,Physical Education with Biology,500
233,DC206,Physical Education with Mathematics,480
234,DC208,Psychology,505
235,DC209,Health and Society,425
236,DC215,General Nursing,450
237,DC216,Psychiatric Nursing,375
238,DC217,Intellectual Disability Nursing,375
239,DC218,Children's and General Nursing (Integrated),485
240,DC225,Mature Applicants General Nursing,171
241,DC226,Mature Applicants Psychiatric Nursing,160
242,DC227,Mature Applicants Intellectual Disability Nursing,148
243,DC228,Mature Applicants Children's and General Nursing (Integrated),174
244,DC230,Economics Politics and Law,400
245,DC231,International Relations,385
246,DC232,Law and Society (BCL),450
247,DC235,Education and Training - Daytime or Flexible Delivery Mode,315
248,DC238,Contemporary Culture and Society,345
249,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,345
250,DC240,Marketing Innovation and Technology,470
251,DC291,Arts (Joint Honours) - Media Studies,385
252,DC292,Arts (Joint Honours) - Law,385
253,DC293,Arts (Joint Honours) - International Languages,390
254,DC294,Arts (Joint Honours) - Gaeilge,390
255,DC295,Arts (Joint Honours) - Politics,385
256,DT001,Product Design,430
257,DT021,Electrical/Electronic Engineering,425
258,DT023,Manufacturing and Design Engineering,415
259,DT028,Transport Operations and Technology,270
260,DT035,Electrical Services and Energy Management,300
261,DT066,Engineering (General Entry),380
262,DT081,Computer and Communications Engineering,430
263,DT101,Architecture,605
264,DT106,Planning and Environmental Management,300
265,DT110,Property Economics (Valuation Surveying),350
266,DT111,Quantity Surveying and Construction Economics,350
267,DT112,Geographic Science,310
268,DT117,Construction Management,325
269,DT175,Architectural Technology,365
270,DT201,Science (General Entry),470
271,DT203,Forensic and Environmental Chemistry,325
272,DT204,Biomedical Science,500
273,DT205,Mathematical Sciences,305
274,DT206,Biomedical and Molecular Diagnostics,420
275,DT211,Computer Science (Infrastructure),360
276,DT220,Industrial Mathematics,270
277,DT221,Physics with Energy and Environment,320
278,DT222,Physics Technology,350
279,DT223,Human Nutrition and Dietetics,545
280,DT224,Optometry,490
281,DT225,Public Health Nutrition,405
282,DT227,Science with Nanotechnology,300
283,DT228,Computer Science,450
284,DT229,Clinical Measurement Science,465
285,DT235,Physics with Medical Physics and Bioengineering,330
286,DT255,Information Systems/Information Technology (Mature),7773
287,DT282,Computer Science(International),350
288,DT299,Chemical Sciences with Medicinal Chemistry,395
289,DT302,Business Analytics,360
290,DT321,Business and Law,470
291,DT341,Marketing,405
292,DT343,Retail and Services Management,300
293,DT354,Business Computing,350
294,DT358,Logistics and Supply Chain Management,300
295,DT365,Business and Management,450
296,DT366,Accounting and Finance,430
297,DT398,Human Resource Management,375
298,DT399,Economics and Finance,445
299,DT401,International Hospitality Management,300
300,DT405,Culinary Science,330
301,DT407,Culinary Arts,300
302,DT412,Tourism Marketing,290
303,DT413,Event Management,365
304,DT416,Culinary Entrepreneurship,290
305,DT417,Bar Studies (Management and Entrepreneurship),280
306,DT420,Nutraceuticals in Health and Nutrition,430
307,DT421,Food Innovation,375
308,DT422,Pharmaceutical Healthcare,390
309,DT491,Environmental Health,330
310,DT501,Music,398
311,DT504,Film and Broadcasting,450
312,DT506,Commercial Modern Music,720
313,DT508,Games Design,385
314,DT517,Languages and English Studies,335
315,DT518,Languages and International Tourism (French),315
316,DT519,Languages and International Tourism (German),305
317,DT520,Languages and International Tourism (Spanish),300
318,DT529,Drama (Performance),365
319,DT532,Law (LLB),425
320,DT533,Contemporary Visual Culture,300
321,DT544,Design - Interior and Furniture,600
322,DT545,Design - Visual Communication,775
323,DT546,Fine Art,645
324,DT555,International Business and Languages (French),400
325,DT556,International Business and Languages (German),400
326,DT557,International Business and Languages (Spanish),400
327,DT559,Photography,765
328,DT564,International Business and Languages (Italian),355
329,DT565,International Business and Languages (Chinese),360
330,DT571,Social Care,405
331,DT572,Early Childhood Education,380
332,DT582,Journalism,380
333,DT596,Print and Digital Media Technology Management,230
334,DT597,Creative and Cultural Industries,315
335,DL821,English Media and Cultural Studies,225
336,DL822,Cultural Enterprise,230
337,DL823,Business Studies - Entrepreneurship and Management,225
338,DL825,Applied Psychology,380
339,DL826,Visual Communication Design,845
340,DL827,Art,667
341,DL828,3D Design Modelmaking and Digital Art,555
342,DL829,Design for Stage and Screen (Costume Design),815
343,DL830,Design for Stage and Screen (Makeup Design),900
344,DL831,Design for Stage and Screen (Production Design),560
345,DL832,Animation,800
346,DL833,Photography,655
347,DL834,Film and Television Production,880
348,DL835,Creative Media Technologies,210
349,DL836,Creative Computing,270
350,GC200,Business Studies (Cork),280
351,GC201,Accounting and Finance (Cork),300
352,GC230,Computing Science (Cork),240
353,GC300,Business Studies (Limerick),260
354,GC305,International Hospitality Management (Limerick),245
355,GC400,Business Studies (Dublin),245
356,GC401,Accounting and Finance (Dublin),215
357,GC402,Business Studies (HRM - Dublin),260
358,GC403,Law (Dublin),240
359,GC405,International Hospitality Management (Dublin),245
360,GC407,Business Studies (Marketing - Dublin),215
361,GC430,Computing Science (Dublin),190
362,GC431,Computing Science (Cloud Computing - Dublin),240
363,GC432,Computing Science (Software Development - Dublin),250
364,GC433,Computing Science (Network Management - Dublin),290
365,GC434,Computing Science (Games Development - Dublin),240
366,GC450,Journalism and Visual Media (Dublin),225
367,GC455,Music Production (Dublin - Portfolio),330
368,GC462,Design Communication (Dublin - Portfolio),320
369,GC489,Interior Architecture (Dublin),195
370,GC494,Fashion Design (Dublin - Portfolio),285
371,BY401,Business,
372,ID001,Accounting and Finance,
373,ID002,Business Studies,
374,ID003,Business Studies with Chinese,
375,BN101,Business,250
376,BN103,Business and Information Technology,267
377,BN104,Computing (Information Technology),270
378,BN107,Applied Social Studies in Social Care,310
379,BN108,Engineering (Award options: Computer Engineering Mechatronics),310
380,BN109,Business (Common Entry - Acc & FinanceBusinessBus with ITIntl Bus),305
381,BN110,International Business,255
382,BN111,Sports Management and Coaching,310
383,BN112,Creative Digital Media,300
384,BN113,Horticulture,255
385,BN114,Accounting and Finance,300
386,BN115,Community and Youth Development,305
387,BN117,Computer Engineering in Mobile Systems,325
388,BN118,Early Childhood Care and Education,300
389,BN119,Digital Marketing,310
390,BN120,Digital Forensics and Cyber Security,300
391,BN121,Mechatronic Engineering,325
392,TA021,European Studies,235
393,TA022,Creative Digital Media,235
394,TA023,Advertising and Marketing Communications,235
395,TA025,Social Care Practice,300
396,TA026,International Hospitality and Tourism Management,200
397,TA121,Accounting and Finance,215
398,TA122,Management,245
399,TA123,Marketing Management,225
400,TA221,Electronic Engineering,215
401,TA222,Mechanical Engineering,220
402,TA223,Energy Systems Engineering,275
403,TA321,Pharmaceutical Science,280
404,TA322,Computing (Options:  Software IT Management Data analytics Language),250
405,TA326,DNA and Forensic Analysis,300
406,TA327,Sports Science and Health,365
407,AD101,1st Year Art and Design (Common Entry),407
408,AD202,Design or Fine Art and Education - Second Level Teaching,545
409,AD212,Product Design,410
410,AD215,Visual Culture,325
411,NC003,Computing,310
412,NC004,Business Information Systems,310
413,NC005,Human Resource Management,290
414,NC009,Business,290
415,NC010,Psychology,320
416,NC020,Marketing Practice,200
417,NC022,Accounting and Finance,320
418,NC023,Tech Management with Data Analytics Social Media and Business Analysis,255
419,RC001,Medicine - Undergraduate Entry,724
420,RC004,Physiotherapy,535
421,RC005,Pharmacy,545
422,RC101,Medicine - Graduate Entry,58
423,TR002,Music,380
424,TR003,History,495
425,TR004,Law,525
426,TR005,Philosophy,455
427,TR006,Psychology,535
428,TR007,Clinical Speech and Language Studies,520
429,TR008,World Religions and Theology,350
430,TR009,Music Education,435
431,TR012,History and Political Science,535
432,TR015,Philosophy Political Science Economics and Sociology,555
433,TR016,Deaf Studies,335
434,TR017,Law and Business,580
435,TR018,Law and French,575
436,TR019,Law and German,535
437,TR020,Law and Political Science,575
438,TR021,Classics,360
439,TR022,Early and Modern Irish,375
440,TR023,English Studies,515
441,TR024,European Studies,535
442,TR025,Drama and Theatre Studies,425
443,TR028,Ancient and Medieval History and Culture,395
444,TR029,Political Science and Geography,475
445,TR030,Catholic Theological Studies,330
446,TR031,Mathematics,545
447,TR032,Engineering,500
448,TR033,Computer Science,480
449,TR034,Management Science and Information Systems Studies,565
450,TR035,Theoretical Physics,555
451,TR038,Engineering with Management,500
452,TR039,Computer Science and Language,465
453,TR051,Medicine,729
454,TR052,Dental Science,585
455,TR053,Physiotherapy,535
456,TR054,Occupational Therapy,510
457,TR055,Radiation Therapy,515
458,TR056,Human Health and Disease,530
459,TR071,Science,500
460,TR072,Pharmacy,555
461,TR073,Human Genetics,570
462,TR074,Chemistry with Molecular Modelling,485
463,TR075,Medicinal Chemistry,500
464,TR076,Nanoscience Physics and Chemistry of Advanced Materials,585
465,TR077,Earth Sciences,490
466,TR080,Business,535
467,TR081,Business Economic and Social Studies (BESS),510
468,TR082,Computer Science and Business,505
469,TR083,Sociology and Social Policy,480
470,TR084,Social Studies (Social Work),460
471,TR085,Business Studies and French,525
472,TR086,Business Studies and German,495
473,TR087,Business Studies and Russian,450
474,TR089,Business Studies and Polish,415
475,TR090,Business Studies and Spanish,515
476,TR091,General Nursing (Meath and St James’s),425
477,TR092,Mature Applicants General Nursing (Meath and St James’s),171
478,TR093,General Nursing (Adelaide School of Nursing),400
479,TR094,Mature Applicants General Nursing (Adelaide School of Nursing),177
480,TR095,Mental Health Nursing,375
481,TR096,Mature Applicants Mental Health Nursing,154
482,TR097,Intellectual Disability Nursing,355
483,TR098,Mature Applicants Intellectual Disability Nursing,152
484,TR911,Children’s and General Nursing (Integrated),485
485,TR912,Mature Applicants Children’s and General Nursing (Integrated),174
486,TR913,Midwifery,450
487,TR914,Mature Applicants Midwifery,171
488,DN100,Architecture,510
489,DN120,Landscape Architecture,AQA
490,DN140,Structural Engineering with Architecture,475
491,DN150,Engineering,510
492,DN200,Science,510
493,DN201,Computer Science,485
494,DN230,Actuarial and Financial Studies,560
495,DN250,Agricultural Science,460
496,DN252,Dairy Business,440
497,DN253,Agri-Environmental Sciences,430
498,DN261,Food Science,485
499,DN262,Human Nutrition,530
500,DN271,Forestry,AQA
501,DN272,Horticulture Landscape and Sportsturf Management,AQA
502,DN300,Veterinary Medicine - Undergraduate Entry,565
503,DN301,Veterinary Medicine - Graduate Entry,697
504,DN310,Veterinary Nursing,465
505,DN400,Medicine - Undergraduate Entry,730
506,DN401,Medicine - Graduate Entry,59
507,DN410,Radiography,525
508,DN420,Physiotherapy,550
509,DN425,Health and Performance Science,495
510,DN430,Sport and Exercise Management,435
511,DN440,Biomedical Health and Life Sciences,540
512,DN450,General Nursing,420
513,DN451,Children’s and General Nursing (Integrated),485
514,DN452,Midwifery,480
515,DN453,Mental Health Nursing,385
516,DN460,Mature Applicants General Nursing,168
517,DN461,Mature Applicants Children’s and General Nursing (Integrated),182
518,DN462,Mature Applicants Midwifery,178
519,DN463,Mature Applicants Mental Health Nursing,166
520,DN500,BA Degree - joint honours - full time,310
521,DN501,BA Degree - joint honours - part time,310
522,DN510,Economics,495
523,DN511,English,445
524,DN512,English with Drama,305
525,DN513,English with Film,415
526,DN514,Planning Geography and Environment,290
527,DN515,History,380
528,DN519,Psychology,500
529,DN541,International Languages,455
530,DN550,Social Science,415
531,DN600,Law,525
532,DN610,Business and Law,520
533,DN615,BCL Maîtrise,555
534,DN650,Commerce,500
535,DN660,Commerce International,510
536,DN670,Quantitative Business,580
537,DK810,Accounting and Finance,300
538,DK816,Business Studies,300
539,DK817,Business Studies (Years 1 and 2 at Monaghan Institute),
540,DK820,Computing in Games Development,315
541,DK821,Computing,300
542,DK830,Building Surveying,300
543,DK860,Applied Music,510
544,DK861,Digital Humanities,300
545,DK862,Social Care,300
546,DK863,Communications in Creative Media,315
547,DK864,Film and Television Production,300
548,DK865,Production of Music and Audio,300
549,DK870,General Nursing,400
550,DK871,Mature Applicants General Nursing,170
551,DK872,Intellectual Disability Nursing,320
552,DK873,Mature Applicants Intellectual Disability Nursing,139
553,DK874,Psychiatric Nursing,340
554,DK875,Mature Applicants Psychiatric Nursing,152
555,DK876,Early Childhood Studies,305
556,DK877,Midwifery,395
557,DK878,Mature Applicants Midwifery,178
558,DK880,Health and Physical Activity,300
559,DK881,Environmental Bioscience,330
560,DK882,Agriculture,355
561,DK890,Multimedia Web Development,300
562,GA181,Accounting,300
563,GA182,Business,290
564,GA183,Business Information Systems,305
565,GA184,Business in Marketing and Sales,300
566,GA185,Business in Finance and Economics,315
567,GA186,Business with Entrepreneurship,290
568,GA187,Business in Rural Enterprise and Agri-Business  Mountbellew Campus,300
569,GA281,Film and Documentary,350
570,GA282,Heritage Studies,200
571,GA283,Contemporary Art,250
572,GA284,Design,310
573,GA380,Hotel and Catering Management,255
574,GA480,Construction Management,260
575,GA482,Quantity Surveying and Construction Economics,240
576,GA483,Architectural Technology,265
577,GA484,Civil Engineering,275
578,GA680,Mechanical Engineering,300
579,GA681,Energy Engineering,250
580,GA780,Applied Freshwater and Marine Biology,300
581,GA781,Applied Biology and Biopharmaceutical Science,305
582,GA782,Chemical and Pharmaceutical Science,315
583,GA783,Physics and Instrumentation,315
584,GA784,Science (Undenominated),300
585,GA785,Medical Science,445
586,GA786,Forensic Science and Analysis,310
587,GA787,Computing in Software Development,300
588,GA788,Computing and Digital Media,300
589,GA789,Agriculture and Environmental Management - Mountbellew Campus,300
590,GA790,Sport and Exercise Science,400
591,GA880,General Nursing - Mayo Campus,410
592,GA881,Mature Applicants General Nursing - Mayo Campus,175
593,GA882,Psychiatric Nursing - Mayo Campus,365
594,GA883,Mature Applicants Psychiatric Nursing - Mayo Campus,164
595,GA884,Digital Media and Society - Mayo Campus,
596,GA885,Outdoor Education - Mayo Campus,240
597,GA886,Business - Mayo Campus,250
598,GA887,History and Geography - Mayo Campus,
599,GA889,Applied Social Care - Mayo Campus,300
600,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,370
601,GA981,Furniture Design and Manufacture - Letterfrack Campus,235
602,GA982,Furniture and Wood Technology - Letterfrack Campus,265
603,GY101,Arts Joint Honours Degree,300
604,GY103,Arts (Public and Social Policy),320
605,GY104,Arts (Psychology),495
606,GY105,Arts (History),310
607,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),365
608,GY109,Arts (Mathematics and Education),435
609,GY110,Arts with Children’s Studies,390
610,GY111,Arts with Creative Writing,425
611,GY112,Arts with Film Studies,310
612,GY113,Arts with Human Rights,320
613,GY114,Arts with Irish Studies,340
614,GY115,Arts with Performing Arts Studies,335
615,GY117,Arts with Latin American Studies,350
616,GY118,Arts (Drama Theatre and Performance Studies),400
617,GY119,Arts with Journalism,410
618,GY120,Arts (Child Youth and Family: Policy and Practice),305
619,GY121,Arts (Children’s Studies),330
620,GY122,Na Dána (Cumarsáid agus Gaeilge),330
621,GY201,Commerce,395
622,GY202,Commerce (International) with French,480
623,GY203,Commerce (International) with German,480
624,GY204,Commerce (International) with Spanish,480
625,GY206,Business Information Systems,430
626,GY207,Commerce (Accounting),460
627,GY208,Commerce (Gaeilge),395
628,GY209,Commerce (Global Experience),500
629,GY250,Corporate Law,380
630,GY251,Civil Law,430
631,GY261,Business Studies in International Hotel Management (Shannon),488
632,GY262,Commerce in International Hotel Management (Shannon),630
633,GY301,Science,400
634,GY303,Biomedical Science,525
635,GY304,Biotechnology,440
636,GY308,Environmental Science,400
637,GY309,Financial Mathematics and Economics,485
638,GY310,Marine Science,405
639,GY313,Health and Safety Systems,310
640,GY314,Earth and Ocean Sciences,400
641,GY318,Biopharmaceutical Chemistry,500
642,GY319,Mathematical Science,455
643,GY320,Physics (Degree options: Applied Astrophysics Biomedical Theoretical),450
644,GY350,Computer Science and Information Technology,425
645,GY401,Engineering (Undenominated),445
646,GY402,Civil Engineering,430
647,GY405,Mechanical Engineering,430
648,GY406,Electronic and Computer Engineering,435
649,GY408,Biomedical Engineering,500
650,GY410,Project and Construction Management,355
651,GY413,Energy Systems Engineering,425
652,GY414,Electrical and Electronic Engineering,445
653,GY501,Medicine (5 year/6 year and embedded PhD options) includes Mature Entry,722
654,GY502,Occupational Therapy,520
655,GY503,Speech and Language Therapy,520
656,GY504,Podiatry,440
657,GY515,General Nursing (Galway and Portiuncula),445
658,GY516,Psychiatric Nursing,405
659,GY517,Midwifery,440
660,GY525,Mature Applicants General Nursing (Galway and Portiuncula),179
661,GY526,Mature Applicants Psychiatric Nursing,169
662,GY527,Mature Applicants Midwifery,175
663,LY108,Business - Accounting,305
664,LY118,Business,280
665,LY208,Law,290
666,LY218,Business - with French/Spanish/German/Irish,210
667,LY228,Sports Coaching and Performance,250
668,LY408,Visual Communication and Graphic Design,240
669,LY508,Fire Safety Engineering,220
670,LY518,Quantity Surveying,290
671,LY708,Computing,300
672,LY818,Science,305
673,LY908,General Nursing,400
674,LY918,Psychiatric Nursing,350
675,LY928,Intellectual Disability Nursing,315
676,LY938,Mature Applicants General Nursing,176
677,LY948,Mature Applicants Psychiatric Nursing,144
678,LY958,Mature Applicants Intellectual Disability Nursing,149
679,LY968,Early Childhood Care Health and Education,280
680,LY978,Health & Social Care,260
681,MI001,Contemporary & Applied Theatre Studies(Workshop and Interview),255
682,MI004,Liberal Arts,310
683,MI005,Education - Primary Teaching,460
684,MI006,Education - Primary Teaching - Gaeltacht Applicants,430
685,MI007,Early Childhood Care and Education,360
686,MI008,Education and Psychology - Primary Teaching,540
687,MI009,Education Business Studies and Accounting (Thurles),340
688,MI010,Education Business Studies and Religious Studies (Thurles),325
689,MI011,Education Irish and Religious Studies (Thurles),375
690,MI012,Education Irish and Business Studies (Thurles),360
691,CI101,Counselling and Psychotherapy (Limerick),220
692,CI107,Counselling and Youth Studies (Limerick),255
693,CI108,Counselling and Addiction Studies (Limerick),315
694,LC110,Art and Design,650
695,LC114,Design (Fashion Knitwear and Textiles - Portfolio),655
696,LC223,Law and Taxation,280
697,LC224,Business (Accounting and Finance),310
698,LC225,Business (Marketing and Management),295
699,LC226,Business (Enterprise and Innovation),230
700,LC231,Business Technology,255
701,LC233,Software Development,255
702,LC234,Multimedia Programming and Design,250
703,LC236,Internet Systems Development,335
704,LC239,Computer Networks and Systems Management,300
705,LC241,Construction Management,255
706,LC242,Property Valuation and Management,300
707,LC243,Quantity Surveying,310
708,LC248,Built Environment - Undenominated,290
709,LC252,Civil Engineering Management,250
710,LC265,Pharmaceutical and Forensic Analysis,355
711,LC266,Drug and Medicinal Product Analysis,300
712,LC275,Electrical Systems,240
713,LC292,Social Care Work,330
714,LC293,Business Studies with Travel and Tourism Management,250
715,LC294,Business Studies with Event Management,300
716,LC295,Business Studies with Sports Management,280
717,LC402,Social Care Work (Thurles),311
