,Course Code,Course,EOS_2018
76,CR340,Analytical Chemistry with Quality Assurance,327
77,CR360,Instrument Engineering,297
78,CR365,Environmental Science and Sustainable Technology,307
79,CR400,Accounting,308
80,CR420,Marketing,288
81,CR425,International Business with Language,289
82,CR500,Engineering (Common Entry),391
83,CR510,Sustainable Energy Engineering,300
84,CR520,Biomedical Engineering,433
85,CR560,Architectural Technology,273
86,CR565,Interior Architecture,302
87,CR570,Quantity Surveying,282
88,CR572,Construction Management,252
89,CR580,Electrical Engineering,300
90,CR590,Electronic Engineering,300
91,CR600,Visual Communications,640
92,CR660,Tourism Management,225
93,CR700,Theatre and Drama Studies at CIT Cork School of Music,703
94,CK101,Arts - 3 years,300
95,CK102,Social Science,387
96,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),368
97,CK105,Film and Screen Media - 3 or 4 years (International Pathway),400
98,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),318
99,CK108,Arts International - 4 years,423
100,CK109,English - 3 years or 4 years (International Pathway),355
101,CK110,World Languages,452
102,CK111,Early Years and Childhood Studies,388
103,CK112,Drama and Theatre Studies - 3 or 4 years (International Pathway),334
104,CK113,Criminology - 3 years or 4 years (International Pathway),413
105,CK114,Social Science (Youth and Community Work) - 3 years,777
106,CK115,Social Work - Mature Applicants only,999
107,CK116,Sports Studies and Physical Education,487
108,CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),413
109,CK118,Digital Humanities and IT - 3 or 4 years (Work Exp. or Int`l Pathway),338
110,CK120,Applied Psychology,485
111,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),401
112,CK201,Commerce,456
113,CK202,Accounting,452
114,CK203,Business Information Systems,430
115,CK204,Finance,520
116,CK205,Commerce (International) with French,462
117,CK206,Commerce (International) with German,476
118,CK207,Commerce (International) with Italian,418
119,CK208,Commerce (International) with Hispanic Studies,441
120,CK209,Commerce (International) with Irish,485
121,CK210,Government,351
122,CK211,Commerce (International) with Chinese Studies,409
123,CK301,Law (Pathways) - 3 or 4 years (Degree options),495
124,CK302,Law and French,542
125,CK304,Law and Irish,507
126,CK307,Law and Business,542
127,CK401,Computer Science (Degree options),398
128,CK402,Biological and Chemical Sciences (Degree options),487
129,CK404,Biological Earth and Environmental Sciences (Degree options),431
130,CK405,Genetics,476
131,CK406,Chemical Sciences (Degree options),462
132,CK407,Mathematical Sciences (Degree options),543
133,CK408,Physics and Astrophysics (Degree options),521
134,CK409,Industrial Physics - Offered jointly by UCC and CIT,511
135,CK411,Data Science and Analytics,455
136,CK502,Food Marketing and Entrepreneurship,445
137,CK504,Nutritional Sciences,507
138,CK505,Food Science,447
139,CK506,International Development and Food Policy,367
140,CK600,Engineering (Degree options),443
141,CK606,Architecture - Offered jointly by UCC and CIT,433
142,CK701,Medicine (Undergraduate Entry),729
143,CK702,Dentistry,589
144,CK703,Pharmacy,555
145,CK704,Occupational Therapy,522
146,CK705,Speech and Language Therapy,509
147,CK706,Public Health Sciences,440
148,CK707,Medical and Health Sciences,531
149,CK710,General Nursing,440
150,CK712,Children`s and General Nursing (Integrated),510
151,CK720,Mental Health Nursing,414
152,CK730,Intellectual Disability Nursing,409
153,CK740,Midwifery,440
154,CK791,Medicine (Graduate Entry),57
155,AC120,International Business,269
156,AC137,Liberal Arts,219
157,CT125,Information Technology,263
158,CT325,Business,289
159,CM001,Education - Primary Teaching,462
160,CM002,Education - Primary Teaching - Gaeltacht Applicants,434
161,CM010,Education Studies,326
162,CM020,Early Childhood Education,326
163,DB500,Computing,209
164,DB501,Computing (Cloud Computing),276
165,DB502,Computing (Data Analytics and Big Data),243
166,DB503,Computing (Software Development),278
167,DB504,Computing (Web and Mobile Technology),
168,DB512,Business Studies,236
169,DB514,Business Studies (Law),200
170,DB515,Business Studies (Human Resource Management),262
171,DB516,Financial Services,234
172,DB517,Marketing (Event Management),223
173,DB518,Marketing (Digital Media),230
174,DB520,Business Studies (with work placement),243
175,DB521,Accounting and Finance,254
176,DB524,Business Information Systems,
177,DB525,Marketing (Digital Media and Cloud Computing),230
178,DB526,Business Information Systems (Cloud Computing),272
179,DB531,Marketing,230
180,DB562,Psychology,202
181,DB566,Social Science,210
182,DB567,Film,209
183,DB568,Law,203
184,DB569,Business (Psychology),253
185,DC001,Education - Early Childhood Education,388
186,DC002,Education - Primary Teaching,464
187,DC003,Education - Primary Teaching - Gaeltacht Applicants,424
188,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),397
189,DC009,Arts (Joint Honours) - Humanities,356
190,DC010,Post Primary Teacher Education - Religious Education and English,349
191,DC011,Post Primary Teacher Education - Religious Education and History,373
192,DC012,Post Primary Teacher Education - Religious Education and Music,367
193,DC014,BA in Jazz and Contemporary Music Performance (Audition),248
194,DC110,Business Studies International,445
195,DC111,Business Studies,463
196,DC112,Global Business (France),487
197,DC113,Global Business (Germany),455
198,DC114,Global Business (Spain),499
199,DC115,Accounting and Finance,480
200,DC116,Global Business (USA),578
201,DC117,Aviation Management / Aviation Management with Pilot Studies,456
202,DC118,Gnó agus Gaeilge / Business and Irish,362
203,DC119,Global Business (Canada),565
204,DC120,Enterprise Computing,354
205,DC121,Computer Applications,377
206,DC123,Data Science,476
207,DC126,Actuarial Mathematics,520
208,DC127,Common Entry into Actuarial and Financial Mathematics,509
209,DC131,Communication Studies,403
210,DC132,Journalism,400
211,DC133,Multimedia,410
212,DC155,Applied Language and Translation Studies,388
213,DC161,Analytical Science,455
214,DC162,Chemical and Pharmaceutical Sciences,476
215,DC166,Environmental Science and Technology,341
216,DC167,Physics with Astronomy,444
217,DC168,Genetics and Cell Biology,487
218,DC171,Applied Physics,413
219,DC173,Physics with Biomedical Sciences,466
220,DC181,Biotechnology,476
221,DC190,Electronic and Computer Engineering (choice of four majors),393
222,DC193,Mechatronic Engineering,403
223,DC195,Mechanical and Manufacturing Engineering,400
224,DC197,Biomedical Engineering,402
225,DC200,Common Entry into Engineering (Undenominated Entry),382
226,DC201,Common Entry into Science (Undenominated Entry),476
227,DC202,Sport Science and Health,473
228,DC203,Science Education,422
229,DC204,Athletic Therapy and Training,498
230,DC205,Physical Education with Biology,511
231,DC206,Physical Education with Mathematics,487
232,DC208,Psychology,488
233,DC209,Health and Society,430
234,DC215,General Nursing,420
235,DC216,Mental Health Nursing,380
236,DC217,Intellectual Disability Nursing,366
237,DC218,Children`s and General Nursing (Integrated),473
238,DC230,Economics Politics and Law,400
239,DC231,International Relations,400
240,DC232,Law and Society (BCL),455
241,DC235,Education and Training - Daytime Delivery Mode,306
242,DC238,Social Sciences and Cultural Innovation,366
243,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,350
244,DC240,Marketing Innovation and Technology,451
245,DC291,Arts (Joint Honours) - Media Studies,354
246,DC292,Arts (Joint Honours) - Law,351
247,DC293,Arts (Joint Honours) - International Languages,358
248,DC295,Arts (Joint Honours) - Politics,350
249,DT001,Product Design,441
250,DT028,Transport Operations and Technology,264
251,DT035,Electrical Services and Energy Management,289
252,DT066,Engineering (General Entry),372
253,DT101,Architecture (Test  and Interview),616
254,DT106,Planning and Environmental Management,290
255,DT110,Property Economics,381
256,DT111,Quantity Surveying and Construction Economics,377
257,DT112,Geographic Science,282
258,DT117,Construction Management,346
259,DT175,Architectural Technology,358
260,DT201,Science (General Entry),456
261,DT203,Forensic and Environmental Chemistry,326
262,DT204,Biomedical Science,498
263,DT205,Mathematical Sciences,297
264,DT206,Biomedical and Molecular Diagnostics,445
265,DT211,Computer Science (Infrastructure),356
266,DT220,Industrial Mathematics,250
267,DT221,Physics with Energy and Environment,323
268,DT222,Physics Technology,306
269,DT223,Human Nutrition and Dietetics,556
270,DT224,Optometry,475
271,DT225,Public Health Nutrition,455
272,DT227,Science with Nanotechnology,309
273,DT228,Computer Science,434
274,DT229,Clinical Measurement Science,454
275,DT235,Physics with Medical Physics and Bioengineering,361
276,DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),309
277,DT282,Computer Science (International),350
278,DT299,Chemical Sciences with Medicinal Chemistry,441
279,DT302,Business Analytics,330
280,DT304,E-Commerce in Retailing,351
281,DT321,Business and Law,463
282,DT341,Marketing,408
283,DT343,Retail and Services Management,301
284,DT354,Business Computing,341
285,DT358,Logistics and Supply Chain Management,316
286,DT365,Business and Management,445
287,DT366,Accounting and Finance,440
288,DT398,Human Resource Management,375
289,DT399,Economics and Finance,443
290,DT401,International Hospitality Management,304
291,DT405,Culinary Science,308
292,DT407,Culinary Arts,280
293,DT412,Tourism Marketing,280
294,DT413,Event Management,357
295,DT416,Culinary Entrepreneurship,280
296,DT420,Nutraceuticals in Health and Nutrition,401
297,DT421,Food Innovation,326
298,DT422,Pharmaceutical Healthcare,397
299,DT491,Environmental Health,305
300,DT501,Music,415
301,DT504,Film and Broadcasting,445
302,DT506,Commercial Modern Music,540
303,DT508,Game Design,387
304,DT517,Languages and English Studies,283
305,DT518,Languages and International Tourism,298
306,DT529,Drama (Performance),372
307,DT532,Law (LL.B.),419
308,DT533,Contemporary Visual Culture,272
309,DT544,Interior Design,730
310,DT545,Design - Visual Communication,880
311,DT546,Fine Art,628
312,DT555,International Business and Languages,350
313,DT559,Photography,660
314,DT571,Social Care,377
315,DT572,Early Childhood Education,366
316,DT582,Journalism,346
317,DT596,Print Media Technology and Management,226
318,DT597,Creative and Cultural Industries,279
319,DL821,English Media and Cultural Studies,226
320,DL822,Arts Management,193
321,DL823,Business Studies - Entrepreneurship and Management,214
322,DL825,Applied Psychology,371
323,DL826,Visual Communication Design,988
324,DL827,Art,549
325,DL828,3D Design Modelmaking and Digital Art,597
326,DL829,Design for Stage and Screen (Costume Design),597
327,DL830,Design for Stage and Screen (Makeup Design),577
328,DL831,Design for Stage and Screen (Production Design),944
329,DL832,Animation,929
330,DL833,Photography,566
331,DL834,Film and Television Production,942
332,DL835,Creative Media Technology,226
333,DL836,Creative Computing,200
334,DL837,New Media Studies,306
335,DL838,Creative Music Production,856
336,GC200,Business Studies (Cork),263
337,GC201,Accounting and Finance (Cork),265
338,GC230,Computing Science (Cork),256
339,GC300,Business Studies (Limerick),290
340,GC302,Business Studies (HRM - Limerick),
341,GC305,International Hospitality Management (Limerick),258
342,GC400,Business Studies (Dublin),254
343,GC401,Accounting and Finance (Dublin),218
344,GC402,Business Studies (HRM - Dublin),262
345,GC403,Law (Dublin),218
346,GC405,International Hospitality Management (Dublin),244
347,GC407,Business Studies (Marketing - Dublin),235
348,GC430,Computing Science (Dublin),219
349,GC431,Computing Science (Cloud Computing - Dublin),403
350,GC432,Computing Science (Software Development - Dublin),251
351,GC433,Computing Science (Network Management - Dublin),
352,GC434,Computing Science (Games Development - Dublin),203
353,GC450,Journalism and Visual Media (Dublin),193
354,GC462,Design Communication (Portfolio required - Dublin),
355,GC489,Interior Architecture (Portfolio required - Dublin),
356,GC494,Fashion Design (Portfolio required - Dublin),346
357,ID001,Accounting and Finance,310
358,ID002,Business Studies,
359,ID003,Business Studies with Chinese,353
360,BN101,Business,255
361,BN103,Business and Information Technology,274
362,BN104,Computing (Information Technology),261
363,BN107,Applied Social Studies in Social Care,290
364,BN108,Engineering (Common Entry with Award options),270
365,BN109,Business (Common Entry with Award options),261
366,BN110,International Business,251
367,BN111,Sports Management and Coaching,270
368,BN112,Creative Digital Media,271
369,BN113,Horticulture,245
370,BN114,Accounting and Finance,274
371,BN115,Community and Youth Development,253
372,BN117,Computer Engineering in Mobile Systems,261
373,BN118,Early Childhood Care and Education,290
374,BN119,Digital Marketing,276
375,BN120,Digital Forensics and Cyber Security,270
376,BN121,Mechatronic Engineering,270
377,TA022,Creative Digital Media,253
378,TA023,Advertising and Marketing Communications,219
379,TA025,Social Care Practice,260
380,TA026,International Hospitality and Tourism Management,186
381,TA121,Accounting and Finance,210
382,TA122,Management,221
383,TA123,Marketing Management,210
384,TA125,International Business,201
385,TA221,Electronic Engineering,226
386,TA222,Mechanical Engineering,226
387,TA223,Sustainable Energy and Environmental Engineering,238
388,TA224,Biomedical Design,228
389,TA225,Automation Engineering,236
390,TA226,Engineering Software,303
391,TA321,Pharmaceutical Science,252
392,TA322,Computing,237
393,TA326,DNA and Forensic Analysis,280
394,TA327,Sports Science and Health,320
395,TA328,Computing with Language (French/German/Spanish),262
396,TA329,Data Analytics,274
397,AD101,First Year Art & Design (Common Entry) (Portfolio +matric),
398,AD102,Illustration and Graphic Design (Portfolio +matric)  ,
399,AD103,Textiles Jewellery & Objects (Portfolio +matric)  ,
400,AD202,Design or Fine Art & Education - Second Level Teaching (Portfolio +matric)  , 
401,AD204,Fine Art (Portfolio +matric)  ,
402,AD211,Fashion Design (Portfolio +matric)  ,
403,AD212,Product Design (Portfolio +matric)  ,
404,AD215,Visual Culture,279
405,AD222,Interaction Design (Portfolio +matric)  ,
406,NC003,Computing,280
407,NC004,Business Information Systems,289
408,NC005,Human Resource Management,301
409,NC009,Business,300
410,NC010,Psychology,350
411,NC020,Marketing Practice,303
412,NC022,Accounting and Finance,341
413,NC023,Technology Management,289
414,RC001,Medicine - Undergraduate Entry,730
415,RC004,Physiotherapy,532
416,RC005,Pharmacy,544
417,RC101,Medicine - Graduate Entry,58
418,TR002,Music,345
419,TR003,History,456
420,TR004,Law,533
421,TR005,Philosophy,392
422,TR006,Psychology,532
423,TR007,Clinical Speech and Language Studies,520
424,TR008,World Religions and Theology,366
425,TR009,Music Education,455
426,TR012,History and Political Science,534
427,TR015,Philosophy Political Science Economics and Sociology,554
428,TR016,Deaf Studies,338
429,TR017,Law and Business,577
430,TR018,Law and French,566
431,TR019,Law and German,488
432,TR020,Law and Political Science,578
433,TR021,Classics,357
434,TR022,Early and Modern Irish,344
435,TR023,English Studies,487
436,TR024,European Studies,532
437,TR025,Drama and Theatre Studies,442
438,TR028,Ancient and Medieval History and Culture,330
439,TR029,Political Science and Geography,496
440,TR031,Mathematics,520
441,TR032,Engineering,487
442,TR033,Computer Science,444
443,TR034,Management Science and Information Systems Studies,567
444,TR035,Theoretical Physics,531
445,TR038,Engineering with Management,509
446,TR039,Computer Science and Language,350
447,TR040,Middle Eastern and European Languages and Cultures,477
448,TR051,Medicine,731
449,TR052,Dental Science,589
450,TR053,Physiotherapy,543
451,TR054,Occupational Therapy,507
452,TR055,Radiation Therapy,509
453,TR056,Human Health and Disease,542
454,TR060,Biological and Biomedical Sciences,500
455,TR061,Chemical Sciences,498
456,TR062,Geography and Geoscience,393
457,TR063,Physical Sciences,509
458,TR072,Pharmacy,555
459,TR080,Global Business,555
460,TR081,Business Economic and Social Studies (BESS),511
461,TR082,Computer Science and Business,509
462,TR083,Sociology and Social Policy,452
463,TR084,Social Studies (Social Work),453
464,TR085,Business Studies and French,528
465,TR086,Business Studies and German,499
466,TR087,Business Studies and Russian,429
467,TR089,Business Studies and Polish,403
468,TR090,Business Studies and Spanish,517
469,TR091,General Nursing (Meath and St James`s),408
470,TR093,General Nursing (Adelaide School of Nursing),399
471,TR095,Mental Health Nursing,382
472,TR097,Intellectual Disability Nursing,368
473,TR911,Children`s and General Nursing (Integrated),463
474,TR913,Midwifery,455
475,DN100,Architecture,487
476,DN120,Landscape Architecture,354
477,DN130,City Planning and Environmental Policy,362
478,DN150,Engineering,509
479,DN200,Science,510
480,DN201,Computer Science,477
481,DN230,Actuarial and Financial Studies,565
482,DN250,Agricultural Science,444
483,DN252,Dairy Business,429
484,DN253,Agri - Environmental Sciences,396
485,DN261,Food Science,477
486,DN262,Human Nutrition,517
487,DN271,Forestry,321
488,DN272,Horticulture Landscape and Sportsturf Management,AQA
489,DN300,Veterinary Medicine - Undergraduate Entry,555
490,DN301,Veterinary Medicine - Graduate Entry,
491,DN310,Veterinary Nursing,445
492,DN400,Medicine - Undergraduate Entry,731
493,DN401,Medicine - Graduate Entry,58
494,DN410,Radiography,500
495,DN420,Physiotherapy,545
496,DN425,Health and Performance Science,487
497,DN430,Sport and Exercise Management,423
498,DN440,Biomedical Health and Life Sciences,566
499,DN450,General Nursing,402
500,DN451,Children`s and General Nursing (Integrated),475
501,DN452,Midwifery,454
502,DN453,Mental Health Nursing,387
503,DN520,Arts (Two subjects),366
504,DN530,Humanities,AQA
505,DN541,Modern Languages,380
506,DN600,Law,521
507,DN610,Business and Law,531
508,DN650,Commerce,498
509,DN660,Commerce International,509
510,DN670,Economics and Finance,589
511,DN700,Social Sciences,386
512,DN710,Economics,467
513,DN720,Psychology,500
514,DN750,Social Policy and Sociology,AQA
515,DK810,Accounting and Finance,304
516,DK816,Business Studies,301
517,DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),320
518,DK820,Computing in Games Development,305
519,DK821,Computing,306
520,DK830,Building Surveying,301
521,DK831,Architectural Technology,301
522,DK832,Construction Management,303
523,DK843,Engineering (Common Entry with Award Options),325
524,DK860,Applied Music,
525,DK861,Digital Humanities,310
526,DK862,Social Care,301
527,DK863,Communications in Creative Media,308
528,DK864,Film and Television Production,301
529,DK865,Production of Music and Audio,302
530,DK870,General Nursing,380
531,DK872,Intellectual Disability Nursing,301
532,DK874,Mental Health Nursing,339
533,DK876,Early Childhood Studies,300
534,DK877,Midwifery,400
535,DK880,Health and Physical Activity,300
536,DK881,Environmental Bioscience,300
537,DK882,Agriculture (Award Options),327
538,DK883,Science (Common Entry with Award Options),301
539,DK890,Multimedia Web Development,
540,GA181,Accounting,308
541,GA182,Business,290
542,GA183,Business Information Systems,300
543,GA184,Marketing and Sales,304
544,GA185,Finance and Economics,300
545,GA186,Business with Entrepreneurship,291
546,GA187,Rural Enterprise and Agri-Business - Mountbellew Campus,280
547,GA281,Film and Documentary,342
548,GA282,Heritage Studies,209
549,GA283,Contemporary Art,254
550,GA284,Design,300
551,GA380,International Hotel Management,226
552,GA381,International Tourism Management,260
553,GA382,Culinary and Gastronomic Science,244
554,GA384,Event Management with Public Relations,209
555,GA385,Retail Management,254
556,GA480,Construction Management,261
557,GA482,Quantity Surveying and Construction Economics,270
558,GA483,Architectural Technology,253
559,GA484,Civil Engineering,280
560,GA580,Software and Electronic Engineering,260
561,GA680,Mechanical Engineering,330
562,GA681,Energy Engineering,260
563,GA682,Biomedical Engineering,355
564,GA683,Agricultural Engineering,305
565,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340
566,GA780,Applied Freshwater and Marine Biology,306
567,GA781,Applied Biology and Biopharmaceutical Science,317
568,GA782,Chemical and Pharmaceutical Science,308
569,GA783,Physics and Instrumentation,305
570,GA784,Science (Undenominated),332
571,GA785,Medical Science,451
572,GA786,Forensic Science and Analysis,316
573,GA787,Computing in Software Development,280
574,GA788,Computing and Digital Media,272
575,GA789,Agriculture and Environmental Management - Mountbellew Campus,301
576,GA790,Sport and Exercise Science,377
577,GA791,Public Health Nutrition,350
578,GA880,General Nursing - Mayo Campus,399
579,GA882,Psychiatric Nursing - Mayo Campus,336
580,GA885,Outdoor Education - Mayo Campus,176
581,GA886,Business - Mayo Campus,
582,GA887,History and Geography - Mayo Campus,228
583,GA888,Sustainable Building Technology - Mayo Campus,308
584,GA889,Applied Social Care - Mayo Campus,270
585,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,391
586,GA981,Furniture Design and Manufacture - Letterfrack Campus,271
587,GA982,Furniture and Wood Technology - Letterfrack Campus,245
588,GY101,Arts Joint Honours Degree,300
589,GY103,Arts (Public and Social Policy),346
590,GY104,Arts (Psychology),500
591,GY105,Arts (History),301
592,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),308
593,GY109,Arts (Mathematics and Education),403
594,GY110,Arts with Children`s Studies,384
595,GY111,Arts with Creative Writing,420
596,GY112,Arts with Film Studies,337
597,GY113,Arts with Human Rights,320
598,GY115,Arts with Performing Arts Studies,319
599,GY118,Arts (Drama Theatre and Performance Studies),406
600,GY119,Arts with Journalism,388
601,GY120,Arts (Child Youth and Family: Policy and Practice),308
602,GY121,Arts (Children`s Studies),350
603,GY122,Na Dána (Cumarsáid agus Gaeilge),301
604,GY123,BSc (Applied Social Sciences),350
605,GY124,Arts (Arts with Data Science),425
606,GY125,Arts (Digital Arts and Technology),361
607,GY126,Arts (English and Media Studies),408
608,GY127,Arts (Film and Digital Media),420
609,GY128,Arts (Global Languages),429
610,GY129,Arts (International),431
611,GY130,Arts (Music),462
612,GY201,Commerce,420
613,GY202,Commerce (International) with French,484
614,GY203,Commerce (International) with German,477
615,GY204,Commerce (International) with Spanish,473
616,GY206,Business Information Systems (Work Placement & Optional Int`l Study),430
617,GY207,Commerce (Accounting) including optional Global Experience year,473
618,GY208,Commerce (Gaeilge),451
619,GY209,Commerce (Global Experience),509
620,GY250,Corporate Law - Law subjects combined with core Commerce subjects,409
621,GY251,Civil Law - Law subjects (core and options),451
622,GY261,Business Studies (International Hotel Management Shannon),496
623,GY262,Commerce (International Hotel Management Shannon),657
624,GY301,Science,401
625,GY303,Biomedical Science,531
626,GY304,Biotechnology,454
627,GY308,Environmental Science,402
628,GY309,Financial Mathematics and Economics,476
629,GY310,Marine Science,421
630,GY313,Environmental Health and Safety,367
631,GY314,Earth and Ocean Sciences,400
632,GY318,Biopharmaceutical Chemistry,487
633,GY319,Mathematical Science,450
634,GY320,Physics (Degree options: Applied Astrophysics Biomedical Theoretical),432
635,GY350,Computer Science and Information Technology,401
636,GY401,Engineering (Undenominated),432
637,GY402,Civil Engineering,455
638,GY405,Mechanical Engineering,414
639,GY406,Electronic and Computer Engineering,466
640,GY408,Biomedical Engineering,487
641,GY410,Project and Construction Management,402
642,GY413,Energy Systems Engineering,454
643,GY414,Electrical and Electronic Engineering,425
644,GY501,Medicine (five year/six year course),724
645,GY502,Occupational Therapy,521
646,GY503,Speech and Language Therapy,529
647,GY504,Podiatric Medicine,391
648,GY515,General Nursing (Galway and Portiuncula),445
649,GY516,Mental Health Nursing,401
650,GY517,Midwifery,445
651,LY108,Business - Accounting,303
652,LY118,Business,283
653,LY208,Law,270
654,LY218,Business - with Spanish or Irish,229
655,LY228,Sports and Exercise - Common Entry with Degree Award options,263
656,LY408,Design - Common Entry with Degree Award options,290
657,LY508,Fire Safety Engineering,242
658,LY518,Quantity Surveying,316
659,LY528,Construction Management,260
660,LY608,Mechanical Engineering,300
661,LY708,Applied Computing,307
662,LY818,Science - Common Entry with Degree Award options,307
663,LY828,Agriculture - Common Entry with Degree Award options,301
664,LY908,General Nursing,373
665,LY918,Psychiatric Nursing,318
666,LY928,Intellectual Disability Nursing,297
667,LY968,Early Childhood Care Health and Education,279
668,LY978,Health and Social Care - Common Entry with Degree Award options,269
669,MI001,Contemporary & Applied Theatre Studies,290
670,MI002,Arts (offered in conjunction with the University of Limerick),320
671,MI005,Education - Primary Teaching,474
672,MI006,Education - Primary Teaching - Gaeltacht Applicants,441
673,MI007,Early Childhood Care and Education,356
674,MI008,Education and Psychology - Primary Teaching,552
675,MI009,Education Business Studies and Accounting (Thurles Campus),367
676,MI010,Education Business Studies and Religious Studies (Thurles Campus),326
677,MI011,Education Irish and Religious Studies (Thurles Campus),377
678,MI012,Education Irish and Business Studies (Thurles Campus),387
679,CI101,Counselling and Psychotherapy (Limerick),202
680,LC110,Art and Design (Common Entry - Portfolio),718
681,LC114,Design in Fashion and Textiles for Product and Costume (Portfolio),779
682,LC220,Business (Digital Marketing),309
683,LC223,Law and Taxation,307
684,LC224,Business (Accounting and Finance),297
685,LC225,Business (Marketing and Management),326
686,LC226,Business (Enterprise and Innovation),234
687,LC231,Business Information Systems,298
688,LC233,Software Development,272
689,LC234,Interactive Digital Media,254
690,LC236,Internet Systems Development,308
691,LC239,Computer Networks and Systems Management,300
692,LC241,Construction Management,271
693,LC242,Property Valuation and Management,298
694,LC243,Quantity Surveying,302
695,LC248,Built Environment (Common Entry),302
696,LC252,Civil Engineering Management,288
697,LC265,Pharmaceutical and Forensic Analysis,341
698,LC266,Drug and Medicinal Product Analysis,263
699,LC275,Electrical Engineering,284
700,LC288,Mechanical Engineering,301
701,LC292,Social Care Work,326
702,LC293,Business Studies with Travel and Tourism Management,290
703,LC294,Business Studies with Event Management,270
704,LC295,Business Studies with Sports Management,271
705,LC297,Community Development,241
706,LC330,Business wth Computing,303
707,LC371,Creative Broadcast and Film Production,307
708,LC372,Music Technology and Production,338
709,LC374,Renewable and Electrical Energy Engineering,313
710,LC375,Industrial Automation & Robotic Systems,309
711,LC376,Electronic Engineering,353
712,LC402,Social Care Work (Thurles),307
713,LC408,Environmental and Geographical Sciences (Thurles),300
714,LC411,Business (Marketing and Management - Thurles),316
715,LC418,Computing - Games Design and Development (Thurles),269
716,LC421,Business Studies with Sports Management (Thurles),243
