,Course Code,Course,EOS_2018
722,LC292,Social Care Work,360
723,LC293,Business Studies with Travel and Tourism Management,299
724,LC294,Business Studies with Event Management,271
725,LC295,Business Studies with Sports Management,263
726,LC297,Community Development,217
727,LC320,Business,337
728,LC330,Business with Computing,298
729,LC340,Interior Design,298
730,LC362,Biotechnology and Biopharmaceutical Sciences,379
731,LC371,Creative Broadcast and Film Production,298
732,LC372,Music Technology and Production,321
733,LC374,Renewable and Electrical Energy Engineering,317
734,LC375,Industrial Automation & Robotic Systems,321
735,LC376,Electronic Engineering,308
736,LC380,Automotive Engineering and Transport Management,282
737,LC392,Beauty and Spa Management,217
738,LC393,Early Childhood Education & Care,260
739,LC401,Early Childhood Education & Care (Thurles),298
740,LC402,Social Care Work (Thurles),209
741,LC408,Environmental and Geographical Sciences (Thurles),262
742,LC411,Marketing and Management (Thurles),226
743,LC418,Computing - Games Design and Development (Thurles),271
744,LC422,Sports Strength and Conditioning (Thurles),288
745,LC434,Environmental Management in Agriculture (Thurles),278
746,LC502,Game Art and Design (Clonmel, portfolio)
747,LC517,Creative Media and Design (Clonmel),229
748,LC518,Digital Animation Production (Clonmel, portfolio)
749,LC612,Social Care Work (Ennis),319
750,LC613,Early Childhood Education & Care (Ennis),346
751,LM002,Arts (offered in conjunction with Mary Immaculate College),329
752,LM020,Law and Accounting,436
753,LM026,Performing Arts (audition required),307
754,LM028,Criminal Justice,387
755,LM029,Law Plus,473
756,LM038,Psychology and Sociology,478
757,LM039,Journalism and New Media,388
758,LM040,European Studies,350
759,LM044,Applied Languages,404
760,LM050,Business Studies,419
761,LM056,International Business,511
762,LM058,Financial Mathematics,434
763,LM063,Technology Management,372
764,LM068,Food Science and Health,400
765,LM076,Product Design and Technology (portfolio required),402
766,LM077,Aeronautical Engineering,469
767,LM082,Construction Management and Engineering,368
768,LM089,Sport and Exercise Sciences,441
769,LM090,Physical Education with concurrent Teacher Education,498
770,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478
771,LM093,Equine Science,338
772,LM094,Materials and Architectural Technology with concurrent Teacher Education,405
773,LM095,Materials and Engineering Technology with concurrent Teacher Education,358
774,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382
775,LM099,Architecture (portfolio required),419
776,LM100,Physiotherapy,565
777,LM101,Medicine  - Graduate Entry (GAMSAT required),55
778,LM102,Psychology,495
779,LM103,Paramedic Studies (B and C1 Drivers Licence),313
780,LM115,Chemical and Biochemical Engineering,456
781,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434
782,LM118,Electronic and Computer Engineering,401
783,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352
784,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330
785,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412
786,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,427
787,LM125,Physics (Applied Physics/Mathematics and Physics),405
788,LM150,General Nursing,440
789,LM152,Mental Health Nursing,388
790,LM154,Intellectual Disability Nursing,381
791,LM156,Midwifery,429
792,MU001,Theology and Arts,290
793,MU002,Theology,292
794,MH001,Education - Primary Teaching (Froebel),496
795,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),441
796,MH101,Arts,316
797,MH103,Music,
798,MH106,Psychology - 3 years,495
799,MH107,Social Science,326
800,MH109,Media Studies,317
801,MH116,Community and Youth Work (Full-Time),
802,MH201,Science,350
803,MH202,Biotechnology,429
804,MH204,Physics with Astrophysics,420
805,MH206,Theoretical Physics and Mathematics,498
806,MH207,Data Science,434
807,MH208,Biological and Biomedical Sciences,451
808,MH209,Psychology (through Science) - 4 years,473
809,MH210,Pharmaceutical and Biomedical Chemistry,446
810,MH212,Science/Computer Science/Mathematics (with Education) - options,444
811,MH304,Engineering (Computer/Electronic/Communications),371
812,MH305,Product Design,358
813,MH306,Robotics and Intelligent Devices,361
814,MH401,Finance (options),352
815,MH402,Quantitative Finance,476
816,MH403,Accounting and Finance,402
817,MH404,Business (options),400
818,MH405,Equine Business,357
819,MH407,Business and Accounting,401
820,MH411,Entrepreneurship,358
821,MH501,LLB Law - four year Single Major Law programme,451
822,MH502,Law (options),410
823,MH601,Computer Science through Arts (options),342
824,MH602,Computer Science through Science (options),357
825,MH603,Computational Thinking,520
826,MH801,Early Childhood - Teaching and Learning (part-time),347
827,MH802,Community and Youth Work (part-time, in service
828,MH803,Local Studies or Community Studies (part-time, evening)- Mature Students
829,AS001,Education, Home Economics and Biology - with concurrent Teacher Ed
830,AS002,Education, Home Economics and Religious Ed - with concurrent Teacher Ed
831,AS003,Education, Home Economics and Irish - with concurrent Teacher Ed
832,AS051,Nutrition, Food and Business Management
833,AS054,Home Economics,387
834,AS110,General Nursing,391
835,AS130,Intellectual Disability Nursing,317
836,SG141,Business,252
837,SG142,Business in International Marketing and Sales with French,270
838,SG144,Business in International Marketing and Sales with Spanish,280
839,SG146,Accounting,307
840,SG147,Sport with Business,269
841,SG148,Tourism with Event Management,246
842,SG149,Business in Finance and Investment,262
843,SG241,Performing Arts,279
844,SG242,Early Childhood Care and Education,278
845,SG243,Social Care Practice,297
846,SG244,Fine Art,355
847,SG245,Creative Design,261
848,SG246,Computing,295
849,SG247,English and Psychology,308
850,SG248,Sociology and Politics,282
851,SG249,Writing and Literature,279
852,SG250,Application Design and User Experience,290
853,SG251,Computing (Smart Technologies),303
854,SG252,Software Development,300
855,SG253,Computer Networks and Cloud Infrastructure,273
856,SG343,Quantity Surveying,261
857,SG346,Construction Project Management and Applied Technology,289
858,SG347,Architecture,309
859,SG441,Environmental Science,297
860,SG442,Occupational Safety and Health,289
861,SG443,Human Nutrition,357
862,SG444,Science (Undenominated),308
863,SG445,Pharmaceutical Science with Drug Development,347
864,SG446,Applied Archaeology,289
865,SG447,Health Science and Physical Activity,316
866,SG448,Forensic Investigation and Analysis,306
867,SG449,Medical Biotechnology,329
868,TL801,Animation Visual Effects and Motion Design,281
869,TL802,TV, Radio and New Media
870,TL803,Music Technology,264
871,TL810,Computing with Software Development,309
872,TL811,Computing with Games Development,310
873,TL812,Computing with Digital Media,369
874,TL815,Computing (Degree Award options),308
875,TL823,Event Management (3 year programme),291
876,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307
877,TL842,Construction Management,
878,TL844,Agricultural Engineering,311
879,TL845,Civil Engineering,300
880,TL847,Manufacturing Engineering,
881,TL848,Agricultural Science,331
882,TL851,Wildlife Biology (Degree Award options),310
883,TL855,Pharmaceutical Science (Degree Award options),342
884,TL858,Veterinary Bioscience,326
885,TL871,Health and Leisure (Degree Award options),303
886,TL872,Health and Leisure with Massage,288
887,TL873,Coaching and Sports Performance,282
888,TL880,Early Childhood Care and Education,307
889,TL881,Social Care,308
890,TL889,Counselling with Addiction - Mature applicants only,
891,TL890,General Nursing and Mature Applicants,407
892,TL891,Mental Health Nursing and Mature Applicants,367
893,WD001,Applied Computing (options),279
894,WD002,Science (options),302
895,WD005,Health Sciences (options),288
896,WD006,Exercise Sciences (options),282
897,WD007,Engineering (options),287
898,WD025,Construction Management and Engineering,269
899,WD027,Music,290
900,WD048,Business (options),278
901,WD084,Accounting,307
902,WD091,Hospitality Management,210
903,WD116,General Nursing,413
904,WD117,Psychiatric Nursing,361
905,WD120,Intellectual Disability Nursing,338
906,WD134,International Business,289
907,WD137,Design (Visual Communications),253
908,WD140,Laws,290
909,WD144,Architecture,283
910,WD147,Pharmaceutical Science,298
911,WD148,Tourism Marketing,269
912,WD149,Early Childhood Studies,288
913,WD150,Criminal Justice Studies,271
914,WD152,Visual Art,253
915,WD161,Computer Forensics and Security,262
916,WD162,Quantity Surveying,260
917,WD163,Psychology,390
918,WD186,Sports Coaching and Performance,276
919,WD187,Social Science,271
920,WD191,Agricultural Science,378
921,WD192,Social Care Practice,279
922,WD193,Marketing and Digital Media,290
923,WD194,Culinary Arts,235
924,WD195,Architectural and Building Information Modelling Technology,266
925,WD200,Arts (options),221
926,WD210,Software Systems Development,271
927,WD211,Creative Computing,275
928,WD212,Recreation and Sport Management,274
929,WD230,Mechanical and Manufacturing Engineering,273
